Source IP,Destination IP,Protocol,Source Port,Destination Port,Packet Length,Relative Time,cluster,dbscan_cluster,anomaly
192.168.29.59,192.168.29.1,TCP,62974,53,54,1750930542.504169,0,0,1
192.168.29.59,192.168.29.1,TCP,62974,53,93,1750930542.50494,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62975,66,1750930542.506124,0,0,1
192.168.29.59,192.168.29.1,TCP,62975,53,54,1750930542.506531,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62976,66,1750930542.506958,0,0,1
192.168.29.59,192.168.29.1,TCP,62975,53,93,1750930542.507237,0,0,1
192.168.29.59,192.168.29.1,TCP,62976,53,54,1750930542.507388,0,0,1
192.168.29.59,192.168.29.1,TCP,62976,53,93,1750930542.508073,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62974,54,1750930542.512062,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62975,54,1750930542.519393,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62976,54,1750930542.519393,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62976,55,1750930542.540824,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62974,55,1750930542.544769,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930542.544769,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930542.544769,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930542.547965,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930542.548371,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62975,55,1750930542.552798,0,0,1
192.168.29.59,192.168.29.1,TCP,62976,53,54,1750930542.594939,0,0,1
192.168.29.59,192.168.29.1,TCP,62974,53,54,1750930542.595168,0,0,1
192.168.29.59,192.168.29.1,TCP,62975,53,54,1750930542.595272,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62976,166,1750930542.597683,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62974,144,1750930542.597683,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62975,132,1750930542.597683,0,0,1
192.168.29.59,192.168.29.1,TCP,62974,53,54,1750930542.599132,0,0,1
192.168.29.59,192.168.29.1,TCP,62975,53,54,1750930542.599379,0,0,1
192.168.29.59,192.168.29.1,TCP,62976,53,54,1750930542.599649,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62975,54,1750930542.604061,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62974,54,1750930542.604061,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62976,54,1750930542.604061,0,0,1
192.168.29.59,192.168.29.1,TCP,62975,53,54,1750930542.604737,0,0,1
192.168.29.59,192.168.29.1,TCP,62976,53,54,1750930542.605002,0,0,1
192.168.29.59,192.168.29.1,TCP,62974,53,54,1750930542.605002,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930542.827797,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,147,1750930542.828359,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930542.888272,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930542.888272,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930542.888272,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,135,1750930542.888272,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930542.888739,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930542.934088,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930542.995149,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,253,1750930542.995587,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930542.996411,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,246,1750930542.996779,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930542.997394,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930542.99789,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930542.99789,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1357,1750930542.99789,1,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930542.998817,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,402,1750930542.999214,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930542.999738,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,246,1750930543.000098,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930543.000642,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,246,1750930543.00111,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930543.002027,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,246,1750930543.002399,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930543.002946,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,254,1750930543.003253,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930543.004144,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,246,1750930543.004483,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930543.004998,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,251,1750930543.005299,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930543.00584,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,246,1750930543.006162,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930543.006922,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,246,1750930543.007279,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930543.007944,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,246,1750930543.008282,0,0,1
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930543.008595,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930543.008867,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,256,1750930543.009186,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930543.009813,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,246,1750930543.010183,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930543.011217,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,246,1750930543.011575,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930543.012186,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,254,1750930543.012472,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930543.012931,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,246,1750930543.013142,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930543.013783,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,234,1750930543.014314,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.052953,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930543.052953,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.052953,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930543.052953,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,260,1750930543.052953,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930543.053825,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,262,1750930543.054214,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.054214,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930543.054214,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930543.054671,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930543.0548,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,234,1750930543.055169,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930543.055341,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930543.05589,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,234,1750930543.056257,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.056317,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930543.056317,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930543.056844,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,491,1750930543.057124,0,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,234,1750930543.057151,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.05936,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930543.05936,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,262,1750930543.05936,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930543.059861,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930543.060086,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.063509,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.063509,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.064903,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.068556,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.069091,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.06952,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,1514,1750930543.11419,1,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,1514,1750930543.11419,1,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,75,1750930543.11419,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,404,1750930543.11419,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.11419,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930543.11419,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930543.11419,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,143,1750930543.11419,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.11419,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930543.11419,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930543.11419,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,143,1750930543.11419,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,262,1750930543.11419,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930543.115131,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930543.11518,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930543.115331,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930543.115526,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930543.11567,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930543.162398,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930543.316005,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1204,1750930543.316425,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.374272,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930543.374272,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930543.374272,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,137,1750930543.374272,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930543.374805,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930543.375478,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,227,1750930543.375988,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930543.376872,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1210,1750930543.377407,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.433354,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930543.433354,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930543.433354,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930543.433354,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.433354,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930543.433354,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930543.433939,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930543.434146,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930543.434635,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930543.435004,1,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930543.435005,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930543.435004,1,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,137,1750930543.435005,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1364,1750930543.435004,1,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930543.435361,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.491411,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930543.491411,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930543.492721,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930543.493127,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930543.597916,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,445,1750930543.598479,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930543.655058,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930543.655058,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930543.655058,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930543.655852,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930544.028006,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1263,1750930544.0287,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930544.084844,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930544.084844,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930544.084844,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,137,1750930544.084844,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930544.085555,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930544.126757,0,0,1
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930545.063407,0,0,1
192.168.29.1,192.168.29.59,UDP,52759,7,43,1750930545.881377,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930546.442877,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930546.443674,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,609,1750930546.443674,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930546.507086,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930546.507086,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930546.507086,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930546.507086,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930546.507677,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930546.549375,0,0,1
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930547.102648,0,0,1
192.168.29.244,224.0.0.251,UDP,5353,5353,115,1750930547.103939,0,0,1
192.168.29.244,224.0.0.251,UDP,5353,5353,115,1750930548.127201,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930549.066612,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,544,1750930549.067141,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930549.126831,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930549.126831,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930549.126831,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930549.127356,0,0,1
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930549.150571,0,0,1
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930551.199908,0,0,1
192.168.29.59,142.250.118.94,TCP,62881,443,55,1750930552.979929,0,0,1
142.250.118.94,192.168.29.59,TCP,443,62881,66,1750930553.050887,0,0,1
